ra dec err_maj err_min err_ang designation j_m j_cmsig j_msigcom j_snr h_m h_cmsig h_msigcom h_snr k_m k_cmsig k_msigcom k_snr ph_qual rd_flg bl_flg cc_flg ndet prox pxpa pxcntr gal_contam mp_flg cntr hemis xdate scan glon glat x y z x_scan jdate j_psfchi h_psfchi k_psfchi j_m_stdap j_msig_stdap h_m_stdap h_msig_stdap k_m_stdap k_msig_stdap dist_edge_ns dist_edge_ew dist_edge_flg dup_src use_src a dist_opt phi_opt b_m_opt vr_m_opt nopt_mchs ext_key scan_key coadd_key coadd htm20
57.349238 23.936174 0.07 0.06 90 03492381+2356102 13.479 0.018 0.021 132.1 13.096 0.030 0.031 75.1 13.059 0.027 0.028 52.2 AAA 222 111 000 663366 37.1 233 1292185945 0 0 1292185936 n 1997-10-28 12 167.143 -23.284 0.4931174104850000 0.7695632108690000 0.4057187251700000 7.8 2450749.8303 1.09 0.85 0.91 13.485 0.023 13.135 0.049 13.089 0.052 261.1 241.8 nw 1 1 U 1.0 139 15.80 14.60 1 "" 69451 1597351 9 17405020720016.0
57.320011 24.016356 0.07 0.06 0 03491680+2400588 13.085 0.022 0.025 268.2 12.578 0.033 0.035 170.9 12.240 0.023 0.025 162.3 AAA 222 111 000 666666 12.0 116 927632344 0 0 927632342 n 2000-01-09 42 167.063 -23.243 0.4932028528290000 0.7688329155310000 0.4069974127150000 -45.6 2451552.6610 1.83 2.68 2.37 13.043 0.012 12.438 0.018 12.147 0.018 582.6 208.2 se 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405020743302.0
57.292653 23.980284 0.07 0.06 169 03491023+2358490 15.805 0.062 0.063 21.9 15.230 0.085 0.086 14.9 14.804 0.074 0.075 15.3 AAA 222 111 000 560616 8.7 301 1292185743 0 0 927632435 n 2000-01-09 42 167.069 -23.287 0.4937082630010000 0.7688127846750000 0.4064222596820000 44.4 2451552.6610 1.25 0.91 1.52 15.756 0.083 15.266 0.137 14.839 0.188 453.2 208.3 sw 1 1 U 0.5 47 18.90 17.50 1 "" 50044 1151012 266 17405020803358.0
57.290746 23.983831 0.11 0.11 97 03490977+2359017 14.545 0.090 0.091 49.5 13.842 "" "" "" 13.562 "" "" "" EUU 260 200 c00 660000 2.2 14 1292185846 0 0 1292185850 n 1997-10-28 12 167.065 -23.285 0.4937202544720000 0.7687751799930000 0.4064788222660000 200.2 2450749.8303 18.55 "" "" 13.372 0.070 "" "" "" "" 91.0 49.3 nw 0 0 U 4.4 113 20.20 16.20 1 "" 69451 1597351 9 17405020804155.0
57.291449 23.983358 0.23 0.22 172 03490994+2359000 16.439 0.223 0.224 8.7 15.382 "" "" "" 15.304 "" "" "" DUU 200 100 s00 350000 2.9 306 1292185850 0 0 1292185749 n 1997-10-28 11 167.066 -23.285 0.4937126350830000 0.7687840612340000 0.4064712796150000 -222.7 2450749.8299 2.47 "" "" 15.361 0.448 "" "" "" "" 88.6 27.4 ne 0 0 0 "" "" "" "" 0 "" 69450 1597350 266 17405020804240.0
57.290381 23.981544 0.23 0.22 105 03490969+2358535 16.416 0.208 0.209 8.8 15.479 "" "" "" 16.642 "" "" "" CUU 200 100 s00 350000 7.4 28 1292185749 0 0 1292185743 n 1997-10-28 11 167.067 -23.287 0.4937339191400000 0.7687856860820000 0.4064423525740000 -219.2 2450749.8299 2.88 "" "" 15.290 0.437 "" "" "" "" 95.2 31.0 ne 0 0 0 "" "" "" "" 0 "" 69450 1597350 266 17405020804472.0
57.290359 23.985083 0.12 0.11 176 03490968+2359062 14.284 0.117 0.118 62.9 13.869 "" "" "" 13.577 "" "" "" EUU 200 100 000 660000 3.0 143 1292185846 0 0 1292185845 n 1997-10-28 12 167.064 -23.285 0.4937206472070000 0.7687643713520000 0.4064987870350000 201.5 2450749.8303 26.28 "" "" 13.315 0.071 "" "" "" "" 86.6 48.0 nw 0 1 U 3.9 45 20.20 16.20 1 "" 69451 1597351 9 17405020809440.0
57.287410 23.987185 0.07 0.06 0 03490897+2359138 13.937 0.022 0.025 122.4 13.546 0.030 0.031 70.1 13.442 0.032 0.033 53.7 AAA 222 111 000 666666 12.3 128 1292185845 0 0 927632414 n 2000-01-09 42 167.060 -23.285 0.4937521548970000 0.7687264103290000 0.4065323057240000 61.6 2451552.6610 0.84 1.29 0.79 13.956 0.037 13.563 0.042 13.487 0.044 478.1 191.1 sw 1 1 U 0.8 235 18.20 15.20 1 "" 50044 1151012 266 17405020810699.0
57.290907 23.984423 0.17 0.16 71 03490981+2359039 13.154 "" "" "" 15.035 0.163 0.163 12.6 13.353 "" "" "" UCU 020 010 000 006600 2.2 194 1292185850 0 0 1292185846 n 1997-10-28 12 167.065 -23.285 0.4937158246950000 0.7687730334080000 0.4064882625010000 199.7 2450749.8303 "" 4.73 "" "" "" 13.684 0.080 "" "" 88.9 49.8 nw 0 0 U 4.6 85 20.20 16.20 1 "" 69451 1597351 9 17405020853250.0
57.328017 23.988682 0.07 0.06 0 03491872+2359192 13.173 0.017 0.021 247.3 12.926 0.028 0.030 124.0 12.841 0.025 0.026 93.3 AAA 222 111 000 666666 44.6 254 927632422 0 0 927632410 n 2000-01-09 42 167.089 -23.259 0.4932014805900000 0.7690672108060000 0.4065561766930000 -71.9 2451552.6610 1.06 0.85 1.29 13.183 0.013 12.952 0.038 12.835 0.034 482.8 181.9 se 1 1 U 0.2 243 16.90 14.50 1 "" 50044 1151012 266 17405020886663.0
57.314974 23.985319 0.09 0.08 11 03491559+2359071 16.055 0.068 0.070 17.4 15.211 0.088 0.089 15.1 15.377 0.130 0.130 9.0 AAB 222 111 000 161606 44.6 74 927632410 0 0 927632422 n 2000-01-09 42 167.082 -23.269 0.4933894264520000 0.7689749998740000 0.4065025503410000 -29.0 2451552.6610 1.19 1.46 0.90 16.199 0.160 14.976 0.245 15.243 0.208 470.9 224.8 se 1 1 U 0.2 141 19.40 17.70 1 "" 50044 1151012 266 17405020945691.0
57.297296 23.932426 0.26 0.25 89 03491135+2355567 16.680 0.173 0.173 6.9 15.793 0.164 0.164 6.3 15.719 0.238 0.238 4.5 CCD 222 111 000 060606 31.0 317 1292185931 0 0 1292185941 n 1997-10-28 12 167.108 -23.319 0.4938292001600000 0.7691381861410000 0.4056589351780000 178.7 2450749.8303 0.82 1.22 1.10 16.618 0.317 15.659 0.292 15.981 0.394 275.9 70.8 nw 0 0 U 0.7 335 19.80 18.30 1 "" 69451 1597351 9 17405021071508.0
57.290886 23.938723 0.15 0.13 130 03490981+2356194 15.129 0.136 0.137 28.9 14.427 "" "" "" 14.237 "" "" "" BUU 200 200 c00 660000 3.7 248 1292185932 0 0 1292185931 n 1997-10-28 12 167.099 -23.318 0.4938911502280000 0.7690454157550000 0.4057593871150000 199.8 2450749.8303 5.53 "" "" 14.009 0.060 "" "" "" "" 253.4 49.8 nw 0 0 0 "" "" "" "" 0 "" 69451 1597351 9 17405021112925.0
57.289853 23.938337 0.14 0.14 68 03490956+2356180 15.399 0.128 0.129 22.5 14.885 "" "" "" 14.558 "" "" "" BUU 200 200 c00 560000 3.7 68 1292185931 0 0 1292185932 n 1997-10-28 12 167.098 -23.319 0.4939064926520000 0.7690388112080000 0.4057532296500000 203.2 2450749.8303 5.58 "" "" 14.321 0.048 "" "" "" "" 254.8 46.4 nw 0 0 0 "" "" "" "" 0 "" 69451 1597351 9 17405021112985.0
57.279396 23.967258 0.07 0.06 0 03490705+2358021 11.870 0.019 0.022 821.2 11.495 0.027 0.028 463.4 11.451 0.018 0.020 335.8 AAA 222 111 000 666666 17.5 8 927632447 0 0 927632453 n 2000-01-09 42 167.069 -23.305 0.4939360690830000 0.7687762474099999 0.4062145259300000 88.0 2451552.6610 0.92 0.93 0.58 11.869 0.024 11.513 0.022 11.462 0.011 406.5 164.7 sw 1 1 U 0.3 24 15.70 13.40 1 "" 50044 1151012 266 17405021137232.0
57.280097 23.972073 0.08 0.07 169 03490722+2358194 16.032 0.071 0.072 17.8 15.232 0.075 0.075 14.8 14.969 0.091 0.091 13.2 AAA 222 111 000 060605 17.5 188 927632453 0 0 927632447 n 2000-01-09 42 167.066 -23.301 0.4939082091900000 0.7687535673320000 0.4062913161870000 85.7 2451552.6610 0.91 0.97 1.11 16.179 0.061 15.451 0.193 14.791 0.204 423.9 167.0 sw 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021140220.0
57.264840 23.957520 0.16 0.13 96 03490356+2357270 16.181 0.081 0.082 15.5 15.611 0.109 0.109 10.5 15.358 0.120 0.120 9.2 ABB 222 111 000 260606 16.6 284 1292185689 0 0 927632479 n 2000-01-09 42 167.066 -23.321 0.4941686876990000 0.7687088022260000 0.4060592142500000 135.9 2451552.6610 0.80 0.78 1.19 16.030 0.060 15.519 0.132 15.668 0.291 371.7 116.8 sw 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021144363.0
57.270486 23.959974 0.27 0.24 179 03490491+2357359 16.679 0.126 0.127 9.8 16.104 0.165 0.165 6.6 15.964 0.205 0.205 5.3 BCC 222 111 000 060605 20.6 245 927632479 0 0 927632470 n 2000-01-09 42 167.068 -23.315 0.4940835320710000 0.7687428633720000 0.4060983542820000 117.3 2451552.6610 1.26 1.04 1.14 16.631 0.216 16.722 0.576 15.470 0.407 380.5 135.4 sw 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021155507.0
57.270033 23.937452 0.08 0.07 0 03490480+2356148 15.667 0.053 0.054 24.9 15.089 0.079 0.080 16.9 15.063 0.097 0.098 12.1 AAA 222 111 000 561615 14.2 28 927632510 0 0 927632523 n 2000-01-09 42 167.084 -23.332 0.4941758808390000 0.7688731831250000 0.4057391120750000 118.8 2451552.6610 0.79 1.05 1.03 15.736 0.069 14.958 0.080 14.910 0.204 299.4 133.8 sw 1 1 U 0.5 285 18.40 17.20 1 "" 50044 1151012 266 17405021235037.0
57.272032 23.940939 0.16 0.15 107 03490528+2356273 16.482 0.106 0.106 11.7 15.871 0.137 0.137 8.2 15.418 0.121 0.121 8.7 ABB 222 111 000 061506 14.2 208 927632523 0 0 927632510 n 2000-01-09 42 167.083 -23.328 0.4941357039380000 0.7688696495780000 0.4057947363530000 112.3 2451552.6610 0.97 1.23 1.54 16.421 0.170 15.806 0.425 15.737 0.370 311.9 140.4 sw 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021235545.0
57.281398 23.942650 0.16 0.16 143 03490753+2356335 16.290 0.076 0.077 14.0 15.853 0.132 0.132 8.4 15.418 0.138 0.139 8.7 ABB 222 111 000 160606 31.4 259 927632510 0 0 927632507 n 2000-01-09 42 167.089 -23.321 0.4940034619030000 0.7689402187400000 0.4058220295060000 81.5 2451552.6610 1.32 1.33 1.04 16.289 0.130 16.482 0.355 15.475 0.258 317.9 171.3 sw 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021246247.0
57.290937 23.961582 0.13 0.12 167 03490982+2357416 14.601 0.128 0.129 47.0 14.145 "" "" "" 13.935 "" "" "" BUU 206 200 c00 450000 3.0 210 1292185895 0 0 1292185890 n 1997-10-28 12 167.082 -23.302 0.4938029487230000 0.7689095811150000 0.4061240006470000 199.6 2450749.8303 7.91 "" "" 13.705 0.071 "" "" "" "" 171.1 49.9 nw 0 0 0 "" "" "" "" 0 "" 69451 1597351 9 17405021283803.0
57.290472 23.960854 0.11 0.11 97 03490971+2357390 15.354 0.094 0.095 23.5 14.500 "" "" "" 14.450 "" "" "" AUU 200 100 c00 550000 3.0 30 1292185890 0 0 1292185895 n 1997-10-28 12 167.082 -23.302 0.4938119774450000 0.7689099153400000 0.4061123896450000 201.2 2450749.8303 8.16 "" "" 13.917 0.072 "" "" "" "" 173.8 48.4 nw 0 0 0 "" "" "" "" 0 "" 69451 1597351 9 17405021284237.0
57.289737 23.961573 0.12 0.12 97 03490953+2357416 15.150 0.121 0.122 28.3 14.373 "" "" "" 14.606 "" "" "" EUU 206 200 c00 450000 3.5 137 1292185895 0 0 1292185891 n 1997-10-28 12 167.081 -23.302 0.4938190870930000 0.7688992924390000 0.4061238571040000 203.6 2450749.8303 11.15 "" "" 13.976 0.052 "" "" "" "" 171.2 46.0 nw 0 0 0 "" "" "" "" 0 "" 69451 1597351 9 17405021284308.0
57.315538 23.938280 0.07 0.06 0 03491572+2356178 15.585 0.049 0.051 26.8 14.915 0.066 0.067 19.9 14.663 0.069 0.069 17.4 AAA 222 111 000 663626 11.5 286 927632515 0 0 927632520 n 2000-01-09 42 167.117 -23.303 0.4935619102850000 0.7692604859330000 0.4057523203850000 -30.9 2451552.6610 1.02 0.93 0.89 15.571 0.058 14.852 0.153 14.646 0.133 301.6 222.9 se 1 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405021327625.0
57.319094 23.947294 0.15 0.13 91 03491658+2356502 16.609 0.109 0.109 10.4 16.111 "" "" "" 17.130 "" "" "" BUU 200 100 000 160000 34.5 200 927632520 0 0 927632493 n 2000-01-09 42 167.113 -23.295 0.4934796918100000 0.7692373783440000 0.4058961068160000 -42.6 2451552.6610 1.61 "" "" 16.500 0.335 "" "" "" "" 334.0 211.2 se 0 1 U 0.3 166 18.90 17.80 1 "" 50044 1151012 266 17405021355475.0
57.312189 23.939169 0.08 0.07 0 03491492+2356210 15.983 0.073 0.074 18.6 15.204 0.083 0.084 15.2 15.014 0.097 0.098 12.6 AAA 222 111 000 161616 11.5 106 927632520 0 0 927632515 n 2000-01-09 42 167.114 -23.305 0.4936034734530000 0.7692263367260000 0.4057665016770000 -19.9 2451552.6610 0.95 1.07 1.13 15.965 0.111 15.038 0.196 14.806 0.164 304.8 233.9 se 1 1 U 0.5 229 19.80 17.90 1 "" 50044 1151012 266 17405021382858.0
57.336536 23.959057 0.09 0.08 83 03492076+2357326 15.640 0.069 0.070 18.1 14.937 0.083 0.083 13.8 15.019 0.126 0.126 8.6 AAB 222 111 000 260306 15.1 290 1292185896 0 0 1292185899 n 1997-10-28 12 167.117 -23.275 0.4932005126280000 0.7693173985000000 0.4060837286930000 49.6 2450749.8303 0.77 1.15 0.81 15.594 0.121 14.840 0.140 15.468 0.291 179.1 199.9 nw 1 1 U 0.6 137 18.60 16.90 1 "" 69451 1597351 9 17405021426238.0
57.332235 23.960526 0.07 0.06 90 03491973+2357378 12.966 0.018 0.021 211.8 12.350 0.021 0.022 149.2 12.127 0.023 0.024 123.2 AAA 222 111 000 664466 15.1 110 1292185899 0 0 1292185896 n 1997-10-28 12 167.113 -23.277 0.4932526413260000 0.7692716086060000 0.4061071582940000 63.8 2450749.8303 0.93 0.93 1.20 12.980 0.013 12.363 0.019 12.126 0.026 173.9 185.8 nw 1 1 U 3.0 85 18.40 15.40 1 "" 69451 1597351 9 17405021427664.0
57.327863 23.966288 0.28 0.25 172 03491868+2357586 17.099 0.163 0.164 6.7 16.439 0.242 0.242 4.9 15.720 0.192 0.192 6.6 CDC 222 111 p00 060606 25.2 145 1292185896 0 0 927632454 n 2000-01-09 42 167.105 -23.275 0.4932892902970000 0.7691995859780000 0.4061990558940000 -71.4 2451552.6610 1.34 0.85 1.01 16.850 0.364 16.159 0.399 15.085 0.195 402.2 182.4 se 0 1 U 0.5 319 19.90 18.80 1 "" 50044 1151012 266 17405021451734.0
57.303427 23.959566 0.07 0.06 0 03491282+2357344 14.939 0.030 0.032 48.6 14.759 0.054 0.055 22.9 14.610 0.063 0.064 18.3 AAA 222 111 000 663626 32.8 89 927632471 0 0 927632472 n 2000-01-09 42 167.092 -23.295 0.4936430400520000 0.7690292327690000 0.4060918469440000 9.0 2451552.6610 1.11 1.04 1.11 14.970 0.061 14.857 0.145 14.702 0.178 378.4 243.7 sw 1 1 U 0.3 200 17.30 16.10 1 "" 50044 1151012 266 17405021498458.0
57.313406 23.959724 0.24 0.23 164 03491521+2357350 16.986 0.168 0.169 7.4 16.400 0.225 0.225 5.1 15.763 0.187 0.187 6.3 CDC 222 111 000 060606 32.8 269 927632472 0 0 927632471 n 2000-01-09 42 167.100 -23.289 0.4935084887400000 0.7691142546310000 0.4060943669450000 -23.9 2451552.6610 0.78 1.34 0.99 17.403 0.295 17.214 1.609 16.104 0.526 378.8 229.9 se 0 1 U 0.5 355 19.90 18.30 1 "" 50044 1151012 266 17405021519581.0
57.246746 24.125303 0.29 0.26 126 03485921+2407310 16.661 0.112 0.112 9.9 16.232 0.191 0.191 5.9 16.146 0.253 0.253 4.5 BCD 222 111 0s0 060605 36.5 91 927632044 0 0 927632042 n 2000-01-09 42 166.929 -23.209 0.4937659781680000 0.7675493771570000 0.4087335469830000 195.1 2451552.6609 1.12 0.88 1.06 16.909 0.380 16.667 0.342 18.665 6.026 976.1 57.7 sw 0 1 0 "" "" "" "" 0 "" 50044 1151011 256 17405021534371.0
57.222239 24.091335 0.08 0.07 86 03485333+2405288 15.926 0.081 0.082 14.4 14.974 0.082 0.082 14.3 14.743 0.107 0.107 11.5 AAA 222 111 000 061616 25.7 355 123860451 0 0 123860434 n 1997-11-18 90 166.936 -23.249 0.4942253355600000 0.7675417109030001 0.4081924052620000 -170.4 2450770.8973 1.19 0.98 0.97 16.125 0.096 15.135 0.195 14.713 0.202 775.0 78.1 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021596445.0
57.259187 24.089624 0.07 0.06 0 03490220+2405226 15.839 0.053 0.055 21.2 15.019 0.072 0.072 18.0 14.842 0.081 0.081 14.8 AAA 222 111 000 260626 36.8 337 927632089 0 0 927632113 n 2000-01-09 42 166.964 -23.227 0.4937368650630000 0.7678705122530000 0.4081651436500000 154.3 2451552.6609 1.14 1.44 1.25 16.050 0.145 15.021 0.059 14.777 0.115 847.4 98.5 sw 0 1 0 "" "" "" "" 0 "" 50044 1151011 256 17405021694416.0
57.259929 24.104073 0.07 0.06 0 03490238+2406146 12.370 0.023 0.026 518.1 11.810 0.032 0.033 346.7 11.643 0.021 0.023 281.3 AAA 222 111 000 666655 24.6 223 927632089 0 0 927632082 n 2000-01-09 42 166.954 -23.216 0.4936712364700000 0.7677903022260000 0.4083953502300000 151.8 2451552.6609 1.92 1.00 1.60 12.360 0.011 11.796 0.050 11.631 0.012 899.4 101.0 sw 0 1 0 "" "" "" "" 0 "" 50044 1151011 256 17405021734248.0
57.254855 24.099058 0.22 0.19 82 03490116+2405566 16.936 0.147 0.147 7.7 16.192 0.209 0.209 6.1 16.250 "" "" "" BCU 220 110 000 060600 24.6 43 927632082 0 0 927632089 n 2000-01-09 42 166.954 -23.223 0.4937585618200000 0.7677766432670000 0.4083154524180000 168.5 2451552.6609 1.29 0.90 "" 17.070 0.257 16.194 0.471 "" "" 881.5 84.3 sw 0 1 0 "" "" "" "" 0 "" 50044 1151011 256 17405021744114.0
57.240933 24.096146 0.07 0.06 169 03485782+2405461 15.614 0.058 0.059 26.1 14.992 0.070 0.071 18.5 14.720 0.081 0.081 16.5 AAA 222 111 000 561636 46.9 77 927632089 0 0 927632096 n 2000-01-09 42 166.946 -23.234 0.4939563337940000 0.7676740954650000 0.4082690576760000 214.3 2451552.6609 0.61 1.14 0.88 15.672 0.066 15.268 0.178 14.618 0.128 871.2 38.5 sw 1 1 0 "" "" "" "" 0 "" 50044 1151011 256 17405021770699.0
57.224458 24.052866 0.07 0.06 90 03485386+2403103 13.791 0.024 0.027 102.6 13.104 0.030 0.031 79.9 12.905 0.028 0.029 62.3 AAA 222 111 000 666666 6.1 348 123860377 0 0 123860373 n 1997-11-18 90 166.966 -23.276 0.4943438625510000 0.7677911111190000 0.4075793852060000 -177.7 2450770.8973 1.37 1.04 1.08 13.727 0.030 13.026 0.041 12.873 0.038 636.6 70.8 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021865072.0
57.232100 24.047941 0.08 0.07 86 03485570+2402525 14.949 0.054 0.056 35.3 14.451 0.062 0.062 23.1 14.415 0.087 0.088 15.5 AAA 222 111 000 666635 24.1 133 123860352 0 0 123860363 n 1997-11-18 90 166.975 -23.275 0.4942604118080000 0.7678864955300000 0.4075008899400000 -202.9 2450770.8973 1.16 0.78 1.02 14.823 0.067 14.341 0.068 14.285 0.137 619.0 45.6 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021876193.0
57.224011 24.045141 0.09 0.08 86 03485376+2402425 15.615 0.060 0.061 19.1 15.111 0.087 0.087 12.6 15.066 0.138 0.139 8.5 AAB 222 111 000 461606 27.8 3 123860373 0 0 123860358 n 1997-11-18 90 166.971 -23.282 0.4943795969610000 0.7678334512050000 0.4074562618480000 -176.3 2450770.8973 1.14 0.79 1.06 15.724 0.102 15.126 0.158 15.384 0.275 608.8 72.2 se 0 1 U 0.5 174 19.80 17.00 1 "" 7001 161001 9 17405021899556.0
57.205971 24.065718 0.18 0.17 29 03484943+2403565 16.763 0.160 0.160 6.6 15.508 0.134 0.134 8.7 15.385 0.182 0.182 6.3 CBC 222 111 000 061606 35.8 306 123860408 0 0 123860396 n 1997-11-18 90 166.943 -23.278 0.4945420419670000 0.7675546942030000 0.4077842078040000 -116.9 2450770.8973 1.39 1.29 1.25 16.205 0.111 15.162 0.151 14.917 0.147 682.5 131.5 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021934805.0
57.224066 24.054523 0.07 0.06 86 03485377+2403162 14.655 0.034 0.036 46.3 13.903 0.042 0.043 38.3 13.797 0.047 0.048 27.4 AAA 222 111 000 666666 6.1 168 123860373 0 0 123860377 n 1997-11-18 90 166.964 -23.275 0.4943427342400000 0.7677778179920000 0.4076057940020000 -176.4 2450770.8973 0.91 1.15 1.27 14.494 0.038 13.698 0.052 13.821 0.079 642.6 72.0 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021981108.0
57.213946 24.058088 0.07 0.06 90 03485134+2403291 14.641 0.029 0.031 46.9 14.092 0.042 0.043 32.1 13.740 0.047 0.048 28.9 AAA 222 111 000 666666 35.7 111 123860377 0 0 123860384 n 1997-11-18 90 166.954 -23.278 0.4944646026930000 0.7676691686100000 0.4076626108050000 -143.2 2450770.8973 1.09 1.19 1.04 14.635 0.023 14.024 0.064 13.693 0.097 655.2 105.3 se 0 1 0 "" "" "" "" 0 "" 7001 161001 9 17405021986598.0
57.309068 24.036312 0.15 0.15 151 03491417+2402107 16.331 0.090 0.091 13.5 15.779 0.121 0.122 9.0 15.351 0.125 0.125 9.2 ABB 222 111 ccc 160505 37.7 265 927632297 0 0 927632294 n 2000-01-09 42 167.040 -23.235 0.4932730907560000 0.7686193557770000 0.4073155335380000 -9.6 2451552.6609 1.31 0.87 0.75 16.282 0.249 15.574 0.160 15.092 0.193 654.6 244.2 se 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022048828.0
57.297632 24.035454 0.07 0.06 0 03491143+2402076 13.911 0.021 0.024 125.3 13.612 0.038 0.039 65.9 13.478 0.029 0.030 51.9 AAA 222 111 c00 665566 37.7 85 927632294 0 0 927632297 n 2000-01-09 42 167.032 -23.243 0.4934297895290000 0.7685260177930000 0.4073018570800000 28.0 2451552.6609 0.81 0.70 0.96 13.930 0.041 13.622 0.042 13.477 0.069 651.7 224.8 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022109064.0
57.290598 24.053375 0.29 0.29 0 03490974+2403121 3.800 0.270 0.270 1000000.0 3.864 0.234 0.234 522769.2 3.879 0.318 0.318 358773.2 DDD 333 111 000 060606 38.6 107 927632252 0 0 927632230 n 2000-01-09 42 167.014 -23.234 0.4934552688090000 0.7683582039220000 0.4075874975400000 51.1 2451552.6609 "" "" "" "" "" "" "" "" "" 716.4 201.7 sw 0 1 T 0.1 176 3.54 3.61 2 "" 50044 1151012 266 17405022144526.0
57.252236 24.041063 0.07 0.06 0 03490053+2402278 13.856 0.021 0.024 131.8 13.446 0.031 0.032 76.8 13.337 0.029 0.030 59.1 AAA 222 111 000 666666 17.7 223 927632292 0 0 927632281 n 2000-01-09 42 166.995 -23.267 0.4940169738340000 0.7681012881260000 0.4073912624780000 177.2 2451552.6609 1.16 0.98 1.10 13.843 0.016 13.506 0.041 13.351 0.068 672.7 75.5 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022183730.0
57.260378 24.048738 0.27 0.25 122 03490249+2402554 16.420 0.099 0.100 12.4 16.301 0.198 0.199 5.5 15.941 0.211 0.211 5.4 ACC 222 111 ccc 060605 33.4 293 927632248 0 0 927632258 n 2000-01-09 42 166.995 -23.256 0.4938783000250000 0.7681255733430000 0.4075135928300000 150.4 2451552.6609 0.78 1.04 0.82 16.812 0.243 18.728 3.916 15.986 0.304 700.2 102.3 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022223264.0
57.276965 24.038582 0.07 0.06 0 03490647+2402188 14.137 0.024 0.027 101.8 14.045 0.044 0.045 44.2 13.953 0.042 0.043 33.5 AAA 222 111 c0c 665555 14.2 355 927632273 0 0 927632287 n 2000-01-09 42 167.015 -23.254 0.4936949491400000 0.7683292758110000 0.4073517167320000 95.9 2451552.6609 0.88 0.82 0.89 14.107 0.032 13.979 0.083 13.934 0.121 663.3 156.8 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022266733.0
57.276580 24.042509 0.07 0.06 0 03490637+2402330 14.508 0.029 0.031 72.3 14.123 0.035 0.036 41.2 13.983 0.039 0.040 32.6 AAA 222 111 ccc 666666 14.2 175 927632287 0 0 927632273 n 2000-01-09 42 167.011 -23.251 0.4936850179230000 0.7683024681950000 0.4074143105540000 97.2 2451552.6609 0.79 0.94 0.88 14.445 0.042 14.189 0.071 14.125 0.056 677.5 155.6 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022301721.0
57.248545 24.037483 0.17 0.16 167 03485965+2402149 16.312 0.090 0.091 13.7 15.697 0.131 0.131 9.7 15.472 0.129 0.129 8.3 ABB 222 111 000 060506 17.7 43 927632281 0 0 927632292 n 2000-01-09 42 166.995 -23.272 0.4940802240260000 0.7680908686580000 0.4073341990450000 189.4 2451552.6609 1.05 0.82 0.85 16.147 0.057 15.548 0.241 15.666 0.234 659.9 63.4 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022307375.0
57.237467 24.043390 0.07 0.06 90 03485699+2402362 15.383 0.053 0.055 23.7 14.546 0.063 0.063 21.2 14.453 0.077 0.077 15.0 AAA 222 111 000 566606 20.1 114 927632280 0 0 123860352 n 1997-11-18 90 166.982 -23.275 0.4942059948450000 0.7679600067370000 0.4074283528570000 -220.5 2450770.8973 0.95 1.00 0.60 15.377 0.075 14.509 0.050 14.532 0.064 602.7 28.0 se 1 1 0 "" "" "" "" 0 "" 7001 161001 9 17405022314938.0
57.243065 24.041136 0.11 0.11 29 03485833+2402280 16.180 0.078 0.079 15.5 15.449 0.100 0.100 12.1 15.115 0.106 0.107 11.5 AAA 222 111 000 061616 20.1 294 123860352 0 0 927632280 n 2000-01-09 42 166.988 -23.273 0.4941396321340000 0.7680217673710000 0.4073924260460000 207.4 2451552.6609 1.01 1.25 0.85 16.426 0.097 15.371 0.169 15.051 0.232 673.2 45.4 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022322202.0
57.250992 24.052290 0.25 0.24 79 03490023+2403082 17.026 0.196 0.196 7.1 16.097 "" "" "" 15.213 "" "" "" CUU 200 100 c00 260000 33.4 113 927632258 0 0 927632248 n 2000-01-09 42 166.986 -23.260 0.4939904576640000 0.7680234083230000 0.4075702050010000 181.3 2451552.6609 1.24 "" "" 16.243 0.260 "" "" "" "" 713.2 71.5 sw 0 1 0 "" "" "" "" 0 "" 50044 1151012 266 17405022328245.0
