gaia_designation gaia_ra gaia_dec ra_error dec_error parallax parallax_error pmra pmra_error pmdec pmdec_error phot_g_mean_mag bp_rp bp_g g_rp phot_g_n_obs phot_g_mean_flux_over_error phot_g_mean_flux_error phot_g_mean_flux phot_bp_mean_mag phot_rp_mean_mag 2mass_designation 2mass_ra 2mass_dec err_maj err_min j_m h_m k_m j_cmsig h_cmsig k_cmsig k_snr allwise_designation allwise_ra allwise_dec sigra sigdec w1mpro w2mpro w3mpro w4mpro w1sigmpro w2sigmpro w3sigmpro w4sigmpro w4snr variability radial_distance
"Gaia DR2 2059895834489049984" 301.2686338398069 36.48169242340534 2.041276793133558 2.4815546579953613 0.0 0.0 0.0 0.0 0.0 0.0 20.947296142578125 0.0 0.0 0.0 71 52.63030242919922 1.496896880716109 78.782134489651 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.161478677906212 ""
"Gaia DR2 2059895834489160448" 301.2721902701765 36.47882103929071 0.8930357387485759 1.187489645516019 1.2568251751705608 1.2575141816297875 -0.8067751944984796 2.1089286350147884 2.852484432588335 3.872417797212385 20.804668426513672 1.5004425048828125 0.046611785888671875 1.4538307189941406 140 75.49832916259766 1.1899851780065245 89.84189482960934 20.851280212402344 19.35083770751953 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.3617436149956987 795.6556088751901
"Gaia DR2 2059895868844118656" 301.28736615609796 36.48288224352036 0.48119722034347523 0.6152622852221588 0.464793920839466 0.6937588979704349 0.9460025199301012 1.010590623940437 0.13239915636617083 1.6214075530124188 20.519498825073242 1.5850410461425781 0.3537635803222656 1.2312774658203125 230 159.0739288330078 0.7344252796519021 116.82791713250033 20.873262405395508 19.28822135925293 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2024427669041877 2151.491134380364
"Gaia DR2 2059895937563669120" 301.2837631470857 36.49475981581344 0.45894799119847773 0.5482268552085958 -0.8269420924304915 0.6228774929391423 -3.9724998480487006 0.9356389610303858 -6.257046704946233 1.4052001846937212 20.427539825439453 1.7451515197753906 0.436004638671875 1.3091468811035156 242 169.04515075683594 0.7521901045172137 127.15408443983283 20.863544464111328 19.118392944335938 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.196482427098495 -1209.2745177124416
"Gaia DR2 2059896590403409024" 301.2599128485253 36.4914561230759 2.037864738214311 2.116149686108085 0.0 0.0 0.0 0.0 0.0 0.0 21.014841079711914 0.0 0.0 0.0 78 67.66603088378906 1.09405580954335 74.03041765276252 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0736480756473585 ""
"Gaia DR2 2059895868844129408" 301.28257063903993 36.47848587910271 0.3352045633355956 0.4207152652419433 -0.7834594366889149 0.47011925094639195 -3.9405896020765354 0.7341176647104626 -3.8605313211177337 1.1145487143940398 20.04839515686035 1.9512290954589844 0.7158298492431641 1.2353992462158203 231 224.67584228515625 0.8024750895139277 180.296769651203 20.764225006103516 18.81299591064453 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0139762918122217 -1276.3902675373172
"Gaia DR2 2059895868844099200" 301.29078807617174 36.48294003987409 1.5524974036026855 2.382139407256204 0.0 0.0 0.0 0.0 0.0 0.0 21.035566329956055 0.0 0.0 0.0 95 59.08868408203125 1.2291796311284313 72.63060792448708 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.267971942123395 ""
"Gaia DR2 2059895868844098432" 301.2903065819913 36.481954173706335 0.7753601958572511 1.4241574433924915 -0.32724205517960614 1.2891400880502941 -4.03505747731013 1.4782793170994613 -8.485278749644936 3.46617510020021 20.830461502075195 1.2235946655273438 -0.18338584899902344 1.4069805145263672 141 87.25770568847656 1.0054442854038823 87.73276290648826 20.647075653076172 19.423480987548828 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2711817859753192 -3055.841949932603
"Gaia DR2 2059895765764957824" 301.2744349403065 36.47692723023974 0.31478415842140645 0.3771013497715294 0.9934724391122908 0.42771902433425596 -1.423382188622856 0.7102441975785494 -3.847859831064415 0.8944600853978879 19.847043991088867 2.1147022247314453 0.8555450439453125 1.2591571807861328 256 243.61997985839844 0.8908723020034093 217.0342934525827 20.70258903503418 18.587886810302734 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.025093621473289 1006.5704498994878
"Gaia DR2 2059895765764932992" 301.2768234102027 36.47474734008119 1.9226016553391698 2.046617230056138 0.0 0.0 0.0 0.0 0.0 0.0 21.08679962158203 0.0 0.0 0.0 70 60.006927490234375 1.1545835525924248 69.28301113891082 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.08006110059488 ""
"Gaia DR2 2059895868844111104" 301.29286834627436 36.488855665317814 0.168883130710677 0.20479975353938046 0.26490773914276106 0.23221182380651761 -2.743752479993464 0.3887316291181479 -4.174158370927914 0.47745153538371826 18.986736297607422 2.0880661010742188 0.8099002838134766 1.2781658172607422 264 437.4892578125 1.0956813463943593 479.3488066889325 19.7966365814209 17.70857048034668 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7768161868285861 3774.8991525728566
"Gaia DR2 2059895765764936832" 301.2755331714136 36.47417594274041 0.3248563115416767 0.36681601430881355 -0.2914064954479541 0.42916582016923355 -2.2906177855843097 0.7354606034171638 -3.4745609024262225 0.8503372257417795 19.94347381591797 1.6779117584228516 0.5407466888427734 1.1371650695800781 242 232.30136108398438 0.8548795186383931 198.58967191015844 20.484220504760742 18.80630874633789 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0206616705655316 -3431.632498317466
"Gaia DR2 2059895868844151808" 301.28922502011915 36.493009798660445 0.44979135993318575 0.5880453522186686 -0.06835230864401456 0.6231444500768002 -0.4782396788706084 0.8954961075120971 -2.8976416750839946 1.35494688334699 20.30612564086914 1.8235034942626953 0.5172748565673828 1.3062286376953125 222 169.986328125 0.8365310090853005 142.19883354744158 20.823400497436523 18.999897003173828 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1427980504427229 -14630.083750471353
"Gaia DR2 2059895765764936320" 301.27615419963274 36.47488529770981 0.34231778411563535 0.4265073659997269 0.25838468267179726 0.47328570022156663 -3.8040412089775275 0.7712006433739047 -4.039207839198781 1.0357229897122593 20.08126449584961 1.9218597412109375 0.676239013671875 1.2456207275390625 263 195.80406188964844 0.8933446823355297 174.92051555210145 20.757503509521484 18.835643768310547 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1589562071350499 3870.1984562692123
"Gaia DR2 2059895868844081792" 301.29244406030887 36.480663570768925 0.7470476412746293 1.0021454225955284 0.367992685353005 1.064208842388018 -2.798542514232264 1.488961849963599 -4.766158513017813 2.906216332877644 20.769432067871094 0.0 0.0 0.0 154 74.2180404663086 1.2504435135330687 92.80546350039384 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.4404746457941526 2717.4453183511737
"Gaia DR2 2059895868844081536" 301.292165807403 36.480215040999795 0.37259592006310516 0.4898536837951515 0.3851855226816597 0.525080775859493 -2.973037395942302 0.8369229744731018 -3.5295266855115823 1.1757415666584599 20.175464630126953 1.8743400573730469 0.5812435150146484 1.2930965423583984 238 186.47463989257812 0.8600842621059142 160.38390922916997 20.7567081451416 18.882368087768555 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1297402188608017 2596.151571424609
"Gaia DR2 2059895933256928256" 301.28410402364455 36.49304382097209 0.19772522252030567 0.228319688382935 -0.024318763088740595 0.2649709895703299 -7.674376827282959 0.4135838513226177 -8.736471518714406 0.5229299787507027 19.20113182067871 1.9397640228271484 0.8676948547363281 1.0720691680908203 246 399.1475830078125 0.9857340151032307 393.4533369323237 20.06882667541504 18.12906265258789 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7850562973541481 -41120.512435231234
"Gaia DR2 2059895937563635712" 301.2877384248268 36.49264357994803 0.4696593562647574 0.7059760961656608 -0.48055024788583683 0.6889302233487806 -0.883566692210741 0.9300009392397462 -3.849540809825581 1.7662349362158667 20.383787155151367 1.890350341796875 0.6821422576904297 1.2082080841064453 221 155.14822387695312 0.853267005806036 132.3828636241966 21.065929412841797 19.175579071044922 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1935008502946172 -2080.9478392727156
"Gaia DR2 2059895864537441152" 301.2931718585338 36.48823457717648 0.06674318120031301 0.08883149342600342 0.8772597651387228 0.09089483474291844 -2.286289952632969 0.14808721640293954 -22.51696496729833 0.18384885328051317 17.681533813476562 1.7334651947021484 0.7899112701416016 0.9435539245605469 274 1047.25048828125 1.5229373778632322 1594.8968862319807 18.471445083618164 16.737979888916016 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.5115051322865843 1139.9132158327905
"Gaia DR2 2059895937591664896" 301.274053326855 36.486324142180486 0.03964370477825551 0.04785419100560519 0.7175888870370141 0.05214660205712676 -6.488626385086581 0.0939103619278977 -7.479705675894312 0.10176942711766762 16.407222747802734 1.593719482421875 0.6231040954589844 0.9706153869628906 250 1297.342529296875 3.97559907140086 5157.713737508627 17.03032684326172 15.436607360839844 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.43897792032705907 1393.5555832380371
"Gaia DR2 2059895765764944256" 301.2735688669586 36.47320423541654 0.20609005358485474 0.2512663309425478 0.6839438544768978 0.2833610556308753 -6.170177370803892 0.4746590560937926 -5.062684045702983 0.594812356378544 19.36355209350586 1.7573375701904297 0.74822998046875 1.0091075897216797 253 318.3948669433594 1.064043547211917 338.7859883583468 20.11178207397461 18.35444450378418 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.8914094458751781 1462.1083199363377
"Gaia DR2 2059895834512452736" 301.27078824908057 36.48491997005352 0.4068668007860043 0.4833839729836655 0.5171691292113185 0.55155000517902 -13.555750680197594 0.9122913209865597 -13.85999894339383 1.2466827943034344 20.230802536010742 2.173208236694336 0.7960166931152344 1.3771915435791016 244 188.07774353027344 0.8103777172951808 152.41401643406846 21.026819229125977 18.85361099243164 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1390065205638933 1933.6034258753944
"Gaia DR2 2059895765764909952" 301.27846559139965 36.471925932196 0.48176614848411325 0.6369823543042521 -0.07796983597793108 0.6838688806913125 -0.3928714820784287 1.1127783539394762 -5.053285997472308 1.604261126096828 20.342634201049805 1.7783985137939453 0.5362491607666016 1.2421493530273438 226 178.36026000976562 0.770894009355063 137.49685133481486 20.878883361816406 19.10048484802246 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1256546537639738 -12825.472664621793
"Gaia DR2 2059895834489162240" 301.26774394070594 36.48687214297175 1.3488012558142328 3.2581133979552814 0.0 0.0 0.0 0.0 0.0 0.0 20.92888641357422 1.5744647979736328 -0.09919166564941406 1.6736564636230469 105 75.5953140258789 1.0599771083131222 80.12929898156578 20.829694747924805 19.255229949951172 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1785478279709893 ""
"Gaia DR2 2059895834489163392" 301.26399468927787 36.48180511549575 1.38389601692026 3.880471759535488 0.0 0.0 0.0 0.0 0.0 0.0 20.865468978881836 1.5444278717041016 -0.3331737518310547 1.8776016235351562 91 56.00455093383789 1.5168242191073338 84.94905715469497 20.53229522705078 18.98786735534668 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2747030840094082 ""
"Gaia DR2 2059895834489050624" 301.26598777057967 36.48393823578132 0.5971622388147514 0.9802654944896463 -0.794852084566646 0.8845559961649205 -1.216322080638403 1.581462947656832 -9.548111629460315 3.1772958621358054 20.702056884765625 1.5825252532958984 0.14638137817382812 1.4361438751220703 211 117.6923828125 0.839025792640036 98.74694590449985 20.848438262939453 19.265913009643555 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.3389582940513587 -1258.0957129214812
"Gaia DR2 2059895937591673984" 301.27254642560234 36.49712773331621 0.5197857902355755 0.5090537472308614 -0.1923426200090588 0.5248226132656575 -3.07535553522165 1.0979269201599822 -5.168613852494186 1.160549161063134 19.72941017150879 0.0 0.0 0.0 130 127.31098175048828 1.8998380580414893 241.8702500274444 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0105056417348708 -5199.055726457832
"Gaia DR2 2059895868844113920" 301.28340150735266 36.476236772881805 0.3042592447972464 0.36310137510310614 0.23177470171923917 0.4160895154413788 -1.7393134321446277 0.6914149020108671 -2.349537496771789 0.9131549758697503 19.896081924438477 2.239208221435547 0.8987693786621094 1.3404388427734375 226 211.133544921875 0.9825539801547678 207.4501050533095 20.794851303100586 18.55564308166504 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0346074463046364 4314.534729555396
"Gaia DR2 2059895868844144512" 301.2875687403584 36.48866608236592 0.5607073736003639 0.8960181150646856 -0.07590559804202901 0.8515700560665481 -1.6343037937358926 1.2356681585539158 -8.655968368804285 2.3115890765731852 20.58892822265625 1.9421024322509766 0.507659912109375 1.4344425201416016 212 133.8431854248047 0.8188017247476315 109.59103108798341 21.096588134765625 19.15448570251465 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2585480421692368 -13174.258892556238
"Gaia DR2 2059895834484473600" 301.26660629461475 36.475331488015286 0.5271771295284069 0.6692149189008741 1.6284129272014956 0.7338915280134097 -2.0988795942269 1.0318877734439993 -2.5507663040160065 1.5184037955734677 20.501617431640625 1.621908187866211 0.202880859375 1.419027328491211 212 147.08656311035156 0.8074694098797246 118.76789653678071 20.704498291015625 19.082590103149414 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.200553257252934 614.0948547482653
"Gaia DR2 2059896590403958528" 301.259607346954 36.49314534964151 4.326311203872957 2.1516943343663355 0.0 0.0 0.0 0.0 0.0 0.0 20.993167877197266 0.5989170074462891 -0.9901313781738281 1.5890483856201172 70 64.36506652832031 1.17335420634009 75.5230230942262 20.003036499023438 19.40411949157715 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0428549544915284 ""
"Gaia DR2 2059895868848635904" 301.28549276151597 36.48266110622436 1.7216993833736083 2.3040586800900935 0.0 0.0 0.0 0.0 0.0 0.0 21.19019317626953 0.0 0.0 0.0 95 55.13123321533203 1.1425391864600558 62.98959592398107 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.3126923340975303 ""
"Gaia DR2 2059895903203868928" 301.2924760654784 36.49223814775446 0.5072025152302447 0.5750223838690868 1.083497973258651 0.6642052081117907 -8.320306515067546 1.045824102636579 -14.232696901422955 1.487556545040961 20.415904998779297 1.9988880157470703 0.6697826385498047 1.3291053771972656 239 157.60076904296875 0.8155037930224168 128.52402012075345 21.0856876373291 19.08679962158203 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.231458510015965 922.936659486747
"Gaia DR2 2059895834488900864" 301.27323322440486 36.48354905537271 0.6105133036723255 1.0353351583060846 -0.4189041538567811 0.9319821242092867 -2.3714631193720703 1.5064359752206093 -6.018470449145532 3.4061192320139346 20.66225242614746 1.8419246673583984 0.4821357727050781 1.3597888946533203 220 115.73214721679688 0.8850974403679589 102.43422581410736 21.14438819885254 19.30246353149414 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.378746220726264 -2387.1809118939636
"Gaia DR2 2059895937563658112" 301.2817489591392 36.488940924523334 0.24999876540531638 0.3013718506680097 0.4509630981895459 0.3406278445164429 -5.967055860271008 0.5593750864027003 -14.874932394308939 0.7087203546272962 19.635299682617188 1.91888427734375 0.8175678253173828 1.1013164520263672 245 283.2312927246094 0.9312906866179524 263.77065924510225 20.45286750793457 18.53398323059082 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9300631229115679 2217.4763390056505
"Gaia DR2 2059896693478001920" 301.2690058487053 36.4970442548583 0.5747008300408134 0.7363418405449141 -0.2795186879676112 0.7970031460362385 -5.14949409504975 1.079115201059287 -6.4966078047197175 2.000983763991218 20.604215621948242 1.7809028625488281 0.2984619140625 1.4824409484863281 223 134.66714477539062 0.8024131006717771 108.05868322263589 20.902677536010742 19.121774673461914 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2868312690380228 -3577.5783267695983
"Gaia DR2 2059896590398793216" 301.26191119490494 36.4892082427462 0.20502253564167863 0.25750715684032893 -0.4779007489449971 0.28972607412631973 -0.9504762551954209 0.4319659871937839 -2.8892235393792007 0.5786384438686243 19.157987594604492 1.7331562042236328 0.3931770324707031 1.3399791717529297 254 307.49298095703125 1.3314225516186151 409.4030787244002 19.551164627075195 17.818008422851562 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9088647398645209 -2092.4846889392356
"Gaia DR2 2059896590398793088" 301.2613529970492 36.48965583321674 0.2923075759902516 0.3648584136660265 0.25967564260232795 0.41409721240581704 -2.55315641032778 0.6152104211911931 -3.4739945519122504 0.7987848078427979 19.561323165893555 1.780710220336914 -0.009271621704101562 1.7899818420410156 255 220.47195434570312 1.2807474684479243 282.36889452666384 19.552051544189453 17.77134132385254 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0754579004225637 3850.9580258608175
"Gaia DR2 2059896590398792960" 301.26109738508643 36.48992671008365 0.33499413662104793 0.3903507861679208 1.2190407358951292 0.45141381203030284 -2.47903178638032 0.7253582027526422 -4.11077592907817 0.8340730941013166 19.655858993530273 0.0 0.0 0.0 217 219.0582275390625 1.1815251335024108 258.82280338393434 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9952910121581088 820.3171317861746
"Gaia DR2 2059895765769812736" 301.2775816663423 36.47926397544212 1.1364102012499835 1.6075734024407997 0.0 0.0 0.0 0.0 0.0 0.0 20.918277740478516 1.3122520446777344 -0.07443809509277344 1.3866901397705078 108 85.82219696044922 0.9428343539019348 80.91611788447902 20.843839645385742 19.531587600708008 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.121791290418965 ""
"Gaia DR2 2059895937563734912" 301.2723002152822 36.4973795730144 0.17674476785801166 0.21443068342951163 1.0322281493884569 0.2310102507020343 -2.980729308069866 0.36750486573769847 -5.352812512838838 0.42184741842225054 18.517663955688477 2.0683765411376953 0.7347793579101562 1.333597183227539 261 413.2554626464844 1.7867422302801528 738.3809744897219 19.252443313598633 17.184066772460938 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7947141616943498 968.7780754598192
"Gaia DR2 2059896693478011904" 301.2680176607225 36.49876291289286 1.2859115478338237 3.253600437614173 0.0 0.0 0.0 0.0 0.0 0.0 20.47313690185547 0.0 0.0 0.0 77 81.54405212402344 1.4952001511562822 121.92467946875924 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9717380714891758 ""
"Gaia DR2 2059895761459645696" 301.27921777129717 36.47784046866728 0.21909664878893392 0.25338171897547224 1.248272747494114 0.28992908298358994 2.474291058231082 0.5108762630869677 -2.4187412222423474 0.6030623313099582 19.319814682006836 2.321378707885742 1.0874347686767578 1.2339439392089844 247 393.2384338378906 0.8969428331897643 352.7123972490509 20.407249450683594 18.08587074279785 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7925387356963941 801.1069712188164
"Gaia DR2 2059895834484532480" 301.26134449173486 36.48377436445087 0.20190623363669605 0.29175709773939035 -0.2311808726194482 0.27026749451720217 -2.72244751644267 0.45134372185946015 -1.0723585419365635 0.5788087159319518 17.846603393554688 0.0 0.0 0.0 253 484.8045349121094 2.8257779103403715 1369.949904454852 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7223986467955351 -4325.617377723638
"Gaia DR2 2059895765764906624" 301.28216190913145 36.4761273925165 0.4318307551972549 0.5266092832296506 -0.0041187029641025046 0.596347454243179 -7.013302273878699 0.9626868688788585 -8.924602046561553 1.40599007660292 20.30045509338379 1.6663970947265625 0.48620033264160156 1.180196762084961 216 180.21495056152344 0.79318338320827 142.9435000432904 20.78665542602539 19.120258331298828 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0947916265048792 -242794.88196059005
"Gaia DR2 2059895937563712384" 301.2777099947657 36.496424604450866 0.4921581948311652 0.594437563177999 1.1232173751980756 0.6807584535477458 -2.6238874356963438 1.0074774327012277 -5.448051331333681 1.474200951161209 20.237417221069336 2.147634506225586 0.7169075012207031 1.4307270050048828 223 196.7274169921875 0.7700426105627424 151.48849278132664 20.95432472229004 18.806690216064453 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0646821836142417 890.2996179378487
"Gaia DR2 2059895937563717504" 301.27472199267305 36.49439625387793 0.25975359091213823 0.37090370869537187 0.6200038397240106 0.3781792529490767 -6.786681247867056 0.536880342293601 -0.8832617992530941 0.9060492576845434 19.66095542907715 1.7755584716796875 0.6538658142089844 1.1216926574707031 237 254.2167205810547 1.0133513962646687 257.61087399122516 20.314821243286133 18.539262771606445 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9655441057734385 1612.8932369921151
"Gaia DR2 2059895834484502016" 301.2664320405964 36.48287536089533 0.19271576349645358 0.24109869634371725 0.194679994118573 0.2720938070085947 -0.23789313785252797 0.4166852324548936 -2.779602045213795 0.559335802471553 19.312026977539062 1.9056758880615234 0.7826023101806641 1.1230735778808594 262 351.3727111816406 1.0110377066148997 355.2510740497155 20.094629287719727 18.188953399658203 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.8635085276387541 5136.634632272147
"Gaia DR2 2059895864538866048" 301.2904772808281 36.48387065378075 0.24784872200671607 0.34126894845492844 0.3753493779172087 0.3687505030744757 -1.8287037330791167 0.5437652880484529 -4.240137195956132 0.7502194380275647 19.660608291625977 1.9584903717041016 0.7069549560546875 1.251535415649414 262 288.59552001953125 0.8929209305875166 257.6929872416916 20.367563247680664 18.409072875976562 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9528090052277383 2664.184514035804
"Gaia DR2 2059895834484501632" 301.2658410746171 36.48177381070418 0.3011214073114872 0.3720294356542218 0.23584062213578316 0.42196572257665915 0.9804747086828339 0.655669811975015 -1.2366884691066202 0.8502770038500934 19.7723331451416 1.8557929992675781 0.6052322387695312 1.2505607604980469 258 255.56483459472656 0.9097285697072816 232.49463633323091 20.377565383911133 18.521772384643555 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0047529856299635 4240.151636914606
"Gaia DR2 2059895933258344448" 301.28051215252697 36.487466714742354 0.22184986184219976 0.263556074268782 1.0233602994965696 0.29961059132680146 3.375828526854553 0.5016322976886795 -3.1038545076778252 0.6215539999405284 19.454185485839844 2.0239830017089844 0.8790988922119141 1.1448841094970703 247 299.2586975097656 1.0414189418615876 311.6536782519427 20.333284378051758 18.309301376342773 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.9085003227646504 977.1729472913289
"Gaia DR2 2059895937567267840" 301.2731047868945 36.4873434251709 0.7119178755178837 1.7582728003543178 0.0 0.0 0.0 0.0 0.0 0.0 20.65342140197754 0.0 0.0 0.0 175 92.52252960205078 1.1161688351864536 103.2707641246143 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.3752931355643379 ""
"Gaia DR2 2059895933258346880" 301.27458807396323 36.490846157623444 0.15416976437870383 0.19113275438098762 1.042789158435973 0.2092837445016591 -1.8606597104788212 0.32993045939833804 -2.4077027087687406 0.401221269850443 18.93559455871582 2.0782508850097656 0.9892749786376953 1.0889759063720703 264 439.836669921875 1.1423973058844803 502.4682360973896 19.924869537353516 17.84661865234375 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7747404762501283 958.9666251419891
"Gaia DR2 2059895937563689344" 301.2745040787806 36.486287178121955 0.10540503842609823 0.22382810845249504 -0.020307372164590578 0.17860064245936105 -2.06792121329331 0.25257657525481036 -5.504431279771736 0.45215689621153216 18.18581199645996 0.0 0.0 0.0 183 551.5301513671875 1.8174081179649482 1002.3553546062892 0.0 0.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.5760244461463625 -49243.200542888226
"Gaia DR2 2059895834484478464" 301.2680784274635 36.478398812840744 0.9374509833760297 1.7704669668734758 1.8559647124818506 1.5650966644827868 -0.11044490446674315 2.100187370144366 -1.862938671508207 4.397672058602483 20.868820190429688 1.3781394958496094 -0.00933074951171875 1.3874702453613281 123 84.02391052246094 1.0078947998584868 84.68726124419149 20.85948944091797 19.48134994506836 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2099045521523306 538.8033475392808
"Gaia DR2 2059895937563701120" 301.28219586365276 36.49986996284008 0.587309717033471 0.7299767245519109 0.6847720135002963 0.8018620413635436 -2.9629023683668856 1.1044093101957109 -6.552485886740401 1.9054819585195648 20.426986694335938 1.6106033325195312 0.14719200134277344 1.4634113311767578 207 152.51547241210938 0.8341382156120133 127.21898891574112 20.57417869567871 18.96357536315918 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.1650061569766545 1460.3400552081227
